"id","title","story","age_id"
"364","(자막) 극장판 귀멸의 칼날 : 무한열차편","혈귀로 변해버린 여동생 네즈코를 인간으로 되돌릴 단서를 찾아 비밀조직 귀살대에 들어간 탄지로. 젠이츠, 이노스케와 새로운 임무 수행을 위해 무한열차에 탑승 후 귀살대 최강 검사 염주 렌고쿠와 합류한다. 달리는 무한열차에서 승객들이 하나 둘 흔적 없이 사라지자 숨어있는 식인 혈귀의 존재를 직감하는 렌고쿠. 귀살대 탄지로 일행과 최강 검사 염주 렌고쿠는 어둠 속을 달리는 무한열차에서 모두의 목숨을 구하기 위해 예측불가능한 능력을 가진 혈귀와 목숨을 건 혈전을 시작하는데…","0"
"365","(더빙) 소년탐정 김전일 Original 3기","탐정계의 전설이자 원조 김전일이 다시 돌아왔다! 소년탐정 김전일 Original 3기! 전설의 명탐정을 할아버지로 둔 고교생 김전일은 학교에서는 덜렁이에 말썽만 피우는 문제아. 하지만 사실은 아이큐가 180에 육박하는 천재 명탐정이다. 김전일이 단짝친구 미유키와 함께 주변의 갖가지 살인 사건에 휘말리면서 (대부분 불가사의한 밀실 살인이다) 예의 날카로운 통찰력과 추리력으로 해결해 나간다.","3"
"366","(더빙) 짱구는 못말려 더 비기닝","짱구네 집은 오늘도 평범하지만 신나는 하루!! 예쁜 누나와 초코비를 좋아하는 5살 짱구와 살인적인 발냄새를 가진 아버지 그리고 세일과 미남을 좋아하는 엄마, 귀여운 여동생 짱아와 강아지 흰둥이와 함께 행복한 나날을 보내고 있다. 사고뭉치 짱구 때문에 하루도 조용한 날이 없지만, 끈끈한 가족애로 재미있는 하루를 보내고 있다!","2"
"367","(더빙) 소년탐정 김전일 Original 3기","탐정계의 전설이자 원조 김전일이 다시 돌아왔다! 소년탐정 김전일 Original 3기! 전설의 명탐정을 할아버지로 둔 고교생 김전일은 학교에서는 덜렁이에 말썽만 피우는 문제아. 하지만 사실은 아이큐가 180에 육박하는 천재 명탐정이다. 김전일이 단짝친구 미유키와 함께 주변의 갖가지 살인 사건에 휘말리면서 (대부분 불가사의한 밀실 살인이다) 예의 날카로운 통찰력과 추리력으로 해결해 나간다.","3"
"368","(더빙) 짱구는 못말려 더 비기닝","짱구네 집은 오늘도 평범하지만 신나는 하루!! 예쁜 누나와 초코비를 좋아하는 5살 짱구와 살인적인 발냄새를 가진 아버지 그리고 세일과 미남을 좋아하는 엄마, 귀여운 여동생 짱아와 강아지 흰둥이와 함께 행복한 나날을 보내고 있다. 사고뭉치 짱구 때문에 하루도 조용한 날이 없지만, 끈끈한 가족애로 재미있는 하루를 보내고 있다!","2"
"369","(자막) 블랙 클로버 3기","리히트의 전생 마법이 발동하면서 수많은 사람들이 엘프에게 몸을 빼앗기고 클로버 왕국은 혼란에 빠진다. 마법 기사단의 기사들조차 자신이 엘프의 백성임을 자처하면서 멀쩡한 인간과 동료들을 향해 공격을 퍼붓는다. 아스타와 유노는 엘프가 부르짖는 인간을 향한 복수를 저지하기 위해 전생 마법에 걸린 동료들을 구하며 왕도로 향한다.","3"
"370","(더빙) 짱구는 못말려 19","짱구네 집은 오늘도 평범하지만 신나는 하루!! 예쁜 누나와 초코비를 좋아하는 5살 짱구와 살인적인 발냄새를 가진 아버지 그리고 세일과 미남을 좋아하는 엄마, 귀여운 여동생 짱아와 강아지 흰둥이와 함께 행복한 나날을 보내고 있다. 사고뭉치 짱구 때문에 하루도 조용한 날이 없지만, 끈끈한 가족애로 재미있는 하루를 보내고 있다!","2"
"371","원치 않는 불사의 모험가","""... 나는 반드시, 미스릴급 모험가가 될 거야."" 이러한 결의를 마음속에 품고 모험가가 된 지 약 10년. 렌트는 착실하게 검술을 갈고닦고, 지식을 익히고, 모험가 길드에 공헌을 했지만 등급은 아직 동급 하위였다. 그래도 매일같이 미궁으로 들어가 계속 노력해 왔다. 그러는 가운데 낮은 등급의 미궁인 '수월의 미궁'에서 아직 밝혀지지 않은 새로운 구역을 발견했으나, 거기서 조우한 용에게 잡아먹히고 말았다. 이대로 목숨이 다해 끝이라고 렌트는 생각했지만, 어째서인지 그는 의식을 되찾았다. 최약의 마물인 스켈레톤이 된 채로. 그럼에도 절망하지 않고 자신이 할 수 있는 것을 모색하는 렌트. 우선 마물의 특성인 '존재 진화'를 이용해 상위 마물을 목표로 해서 인간으로 돌아올 방법을 찾기로 했는데. 언데드가 된 렌트는, 다시 한번 미스릴급 모험가를 목표로 한다.","3"
"372","(자막) 기생수","어느날 지구에 떨어진 정체불명의 기생 생물들. 이 생물은 인간의 뇌에 침입해 머리에 기생하고 육체를 차지, 다른 인간을 포식하는 생태를 가지고 있다. 이들은 뛰어난 의태 능력과 학습 능력으로 점차 인간 사회를 위협하는데, 지극히 평범한 고등학생인 이즈미 신이치는 이 생물이 뇌를 차지하지 못하고 오른팔에만 불완전하게 기생, 동화되는 바람에 자칭 ""오른쪽이""와의 기묘한 공존 인생을 시작하게 된다.","4"
"373","(더빙) 원피스 14기","루피가 자신의 형인 에이스를 구하기 위해 해군 본부가 있는 ′마린포드′로 진격하면서 최강의 해군과의 결투를 벌이는 이야기","0"
"374","네 귀가 보여","고아원에서 자란 비인기 만화가 다이스우는 주위와 교류하지 않는 외롭고 지루한 하루하루를 보내고 있었다. 그러나 어느 날, 수수께끼의 '고양이 귀가 달린 소년' 묘의 출현에 의해 다이스우의 생활은 바뀐다. 언제나 문제만을 일으키는 묘지만, 다이스우의 마음에 지금까지의 고독한 생활에서는 느낄 수 없던 '따뜻함'을 채워주었다. 고양이 귀 소년 묘와, 고독한 비인기 만화가 다이스우의 코미컬한 일상을 그려나가며, 묘가 품고 있는 수수께끼의 정체가 점점 밝혀져 나가는 신감각 일상물.","2"
"375","오타쿠에게 사랑은 어려워","숨은 오타쿠 동인녀 OL 나루미와 중증의 게임 오타쿠 히로타카. 그런 두 사람의 연애는 오타쿠라면 무심코 피식할 것 같은 웃음이 있고 오타쿠가 아닌 사람도 가슴이 두근거리는 상황도 있는데.","3"
"376","나츠메 우인장 1기","요괴를 볼 수 있다는 비밀을 지닌 소년, 나츠메는 요괴를 본다는 이유로 어릴 때부터 따돌림을 당해왔다. 어느 날, 그는 할머니 레이코의 유품인 요괴들의 계약서 「우인장(友人帳)」을 입수하게 되는데, 우인장에는 할머니 레이코와 승부를 벌이다 패배한 요괴들의 이름이 적혀있었다! 그 후로 나츠메는 요괴들에게 쫓기는 처지가 되는데... 수호자 야옹 선생님과 함께 요괴들에게 이름을 되돌려 주는 일을 하게 된 나츠메! 수상한 계약기담이 시작된다-!","2"
"377","저, 능력은 평균치로 해달라고 말했잖아요!","남보다 조금 잘난 아이였기 때문에, 자기 뜻대로 살지 못했던 여고생 쿠리하라 미사토. 어떤 사고를 계기로, 이세계로 환생하게 된 그녀는 평범한 친구들을 만들어서, 평범한 생활을 보내고 싶어! 그렇게 바라며, 신께 한가지 소원을 부탁한다. ""능력은, 그 세계의 평균치로 부탁 드립니다!"" 그러나 신님이 하사한 것은 평균적인 능력 같은 것이 아니었는데... 마법이 존재하는 세계에 다시 태어난 소녀가 평범한 행복을 갈구하며 대분투! 마술사인 레나, 검사를 목표로 하는 메이비스, 그리고 상가의 딸 폴린과 만난 것에서부터 소녀 마일의 새로운 이세계 생활이 시작한다! 검과 마법의 세계에서 무심코 S등급 헌터 따위가 되어버리지 않도록 조심조심 평범하게 살아갑니다! 그야, 나는 지극히 평범한 보통 여자아이니까!","3"
"378","(더빙) 짱구는 못말려 18","짱구네 집은 오늘도 평범하지만 신나는 하루!! 예쁜 누나와 초코비를 좋아하는 5살 짱구와 살인적인 발냄새를 가진 아버지 그리고 세일과 미남을 좋아하는 엄마, 귀여운 여동생 짱아와 강아지 흰둥이와 함께 행복한 나날을 보내고 있다. 사고뭉치 짱구 때문에 하루도 조용한 날이 없지만, 끈끈한 가족애로 재미있는 하루를 보내고 있다!","2"
"379","나루토 질풍전 3기","지라이야와 함께 수행을 떠난지 2년 반정도가 흐른 후, 나루토가 다시 마을로 돌아왔다. 나뭇잎마을에서 같이 수행하던 동기들도 부쩍 성장하였고, 모래마을의 가아라는 ‘카제카게’가 되기도 했다. 어둠의 조직 아카츠키는 비밀리에 ‘구미’ 를 모으는 작업을 진행한다. 아카츠키에게 이미 가아라의 1미를 뺏긴 상황에서, 3미를 발견했다는 소식을 듣고 그를 봉인하려 하지만 이번에도 결국 아카츠키에게 빼앗기고 만다. ‘구미’를 둘러싸고 끊임없이 아카츠키와 대적하는 나루토 일행. 그 과정에서 수많은 동료를 떠나 보내며 그들 역시 성장해나간다. 한편, 사스케는 오로치마루를 죽인 뒤 동료를 모아 평생의 숙적인 그의 형 이타치에게 복수하기 위한 준비를 서두른다.","3"
"380","XXX HOLiC 1기","‘요괴’가 보이는 고교생 와타누키는 어느 날 소원을 들어주는 가게의 여주인인 이치하라 유코와 만난다. 유코는 '요괴'가 다가오지 않게 해 주는 대신에 대가를 치르라며 반강제적으로 아르바이트를 시킨다. 이후 평범한 일상을 지내오던 와타누키는 고민을 안고 찾아오는 손님들을 만나면서 일상적이면서도 일상적이지 않은 기괴한 사건을 겪게 된다.","3"
"381","이 멋진 세계에 축복을! 3기","그러던 어느 날, 홍마의 마을에서 돌아온 카즈마 일행에게 편지가 도착했다. 그 내용은, 왕녀 아이리스가 마왕군 간부를 쓰러뜨린 카즈마 일행의 모험담을 듣고 싶다는 것이었다. 호위 겸 교육 담당인 클레어와 레인을 데리고 액셀 마을을 방문한 아이리스와 카즈마네 파티와의 대면은 평화롭게 끝난 것처럼 보였지만... '또 저한테 모험담을 들려주겠다고 했잖아요?' 왕녀 아이리스가 카즈마와 친해지게 되었다?! 카즈마가 눈을 뜨자, 그곳은 무려 왕도! 아이리스의 요청에 따라 그곳에 체류하는 가운데, 왕성에서의 고급진 생활에 맛이 든 결과 마침 잘됐다며 눌러앉기로 결심한 카즈마. 하지만, 그 무렵 왕도에서는 의적이 암약하는 사건이 발생했는데.","3"
"382","(무삭제) 이세계는 스마트폰과 함께","하느님의 실수로 죽은 모치즈키 토야는 이세계에서 제2의 인생을 시작한다. 하느님은 토야를 되살려 주고 이세계에서도 사용할 수 있는 스마트폰을 마련해 주었다. 착하다는 장점을 이용해 수많은 사람들과 만나며 소중한 동료를 만들어 가는 중에, 주인공은 어느새인가 세계의 비밀을 알게 된다. 고대 문명의 유산을 이어받거나, 속 편한 세계의 왕들과 힘을 합치면서 토야는 느긋하게 세계를 돌아다닌다――.","4"
"383","(더빙) 짱구는 못말려 13","예쁜 누나와 초코비를 좋아하는 5살 짱구와 살인적인 발 냄새를 가진 아버지 그리고 세일과 미남을 좋아하는 엄마, 귀여운 여동생 짱아와 강아지 흰둥이와 함께 행복한 나날을 보내고 있는 평범하지만 신나는 가족의 일상을 그린 애니메이션","2"
"384","사신 도련님과 검은 메이드 1기","닿고 싶지만 닿을 수 없다. 세상에서 가장 애달픈 사랑. 어렸을 적에 마녀가 닿은 대상의 생명을 빼앗는 저주를 걸어버린 귀족 도련님. 저주 때문에 주변 사람들이 자신을 피하게 되어, 그는 숲속 깊은 곳에 있는 커다란 저택에서 고독한 일상을 보내고 있었다. 그런 그의 시중을 드는 메이드가 '앨리스'. 하지만 그 엘리스의 존재가 도련님에게 있어서 가장 큰 고민거리였다. 왜냐하면 앨리스는 하루가 멀다 하고 매일같이 성희롱을 해대니까...! 언제나 아슬아슬한 거리감으로 자신을 유혹해오는 앨리스와, 그녀를 사랑하지만 그녀의 손을 잡을 수조차 없는 도련님. 두 사람의 순수한 사랑은 과연 결실을 맺을 것인가.","3"
"385","우리 딸을 위해서라면, 나는 마왕도 쓰러뜨릴 수 있을지 몰라","젊은 나이에 두각을 드러내며 인근에 그 이름을 알린 모험가 청년 데일. 어느 의뢰로 깊은 숲 속에 발을 들인 그는 그곳에서 바짝 마른 어린 마족 소녀와 만난다. 죄인의 낙인을 짊어진 소녀 라티나를 그대로 숲에 버려두지 못하고 데일은 그녀의 보호자가 되기로 결심하지만, 정신을 차리고 보니 완전히 딸바보가 되어 있다!?","3"
"386","PSYCHO-PASS 1기","인간의 심리상태와 성격 경향을 측정하고 수치화시키는 세계. 모든 심리 경향이 기록 관리되는 가운데 개인의 영혼 판정 기준이 된 이 계측치를 사람들은 사이코 패스라고 부르게 되었다 잠정적 범죄자를 가려내어 치안 유지를 담당하는 형사들은 범인을 체포하는 ‘집행관’과 집행관을 감시, 지휘하는 ‘감시관’으로 구성되어 팀을 이룬다. 스스로가 높은 ‘범죄계수’를 가지고 있는 집행관들은 범죄자가 될 수 있는 위험성을 가지고 있어 냉정한 판단력을 갖춘 엘리트, ‘감시관’에게 항상 감시되고 있다. 이런 상황 속에, 공안국 형사과의 멤버들은 각자의 정의를 가지고 임무를 수행한다. 과연 그들이 향하는 곳 끝에 있는 것은…","4"
"387","현실주의 용사의 왕국 재건기 2기","이세계로 소환된 소마 카즈야는 엘프리덴 왕국의 왕위를 양위 받은 후 놀라운 능력을 발휘해 왕국의 정치와 경제를 바로 세웠다. 그리고 삼공의 반란과 아미도니아의 침략도 진압한 소마는 현재 새로운 문제와 직면하고 있었다. 아미도니아의 수도 반을 잃고 패주한 공태자 율리우스가 복권을 노리고, 인류 선언의 맹주인 그란 카오스 제국에 도움을 요청한 것이다. 그렇게 시작된 여황 마리아의 여동생인 잔 유포리아를 대표로 한 제국과의 교섭. 그것은 엘프리덴과 아미도니아 뿐만이 아닌 대륙 전체의 운명을 좌우하는 것이 되고 있었는데.","3"
"388","뻐꾸기 커플","아기 때 뒤바뀌어, 드디어 진짜 부모님과 만나게 된 고교생 ‘우미노 나기’. 그날, 영애들이 다니는 명문 학교의 여고생 ‘아마노 에리카’를 우연히 만나, 누군지도 모르는 약혼자와의 결혼을 막고 싶은 그녀의 부탁에 반 강제로 남자친구 역할을 맡게 된다. ...하지만, 이 두 사람이야 말로 뒤바뀐 아이이자, 약혼자였다! 알고 보니 두 자녀를 사랑하는 부모들에 의해 ‘나기’와 ‘에리카’는 양가가 인정한 약혼 관계가 되어 동거 생활을 하기로 정해졌던 것! 그러나 같은 반의 ‘세가와 히로’를 사랑하는 ‘나기’와 아버지에게 반발하는 ‘에리카’가 합의를 본 것은, ""서로 일절 관여하지 말 것"". 뒤죽박죽, 우당탕거리는 인생교착 러브 코미디 스타트!","3"
"389","내 마음의 위험한 녀석 2기","중증의 중2병이자 아싸인 이치카와 쿄타로와 반의 인기인인 야마다 안나. 미소녀답지 않은 행동을 보이는 야마다에게 이치카와는 눈을 떼지 못하고 있었다. 그런 이치카와의 연심을 아는 건지 모르는 건지, 야마다가 천진난만하게 그에게 다가왔다!! 전혀 다른 세계에 살고 있을 터인 두 사람. 하지만 그 거리는 점점 가까워지기 시작했는데...","3"
"390","새 엄마가 데려온 딸이 전 여친이었다","어느 중학교에서 어느 남자와 여자와 연인이 되어 꽁냥거리다, 사소한 계기로 엇갈리게 되어 설레기보단 애가 타는 경우가 많아져서... 졸업을 계기로 헤어졌다. 그리고 고등학교 입학을 앞둔 두 사람, 이리도 미즈토와 아야이 유메는 생각지도 못한 형태로 재회했다. '내가 오빠인 게 당연하잖아.' '내가 누나인 게 당연하잖아?' 부모님이 재혼하게 되면서 데리고 온 아이들이 이제 막 헤어진 전 연인이었다?! 부모님이 후회할만한 일이 벌어지지 않게, '이성으로 의식하면 패배'라는 '남매 룰'을 정했으나 목욕을 막 끝내고 나온 상황에서 마주치거나, 둘이서 등하교를 하는 등의 이벤트가 계속되고... 그 무렵의 기억과 한 지붕 아래에 산다는 상황으로 인해 점점 서로를 의식하게 되고 마는데?!","3"
"391","(자막) 강철의 연금술사 리마스터","천재 연금술사 엘릭 형제는 죽은 어머니를 되살리기 위해 연금술의 최대 금기 인체연성을 범하지만 실패하였다. 세상의 이치를 거스른 대가로 형 에드워드 엘릭은 왼쪽 다리를, 동생 알폰스 엘릭은 전신을 빼앗겼다. 에드는 알을 구하기 위해 자신의 오른쪽 팔마저 희생하여 알의 혼을 갑옷에 정착시키는 선으로 그치고 자신은 빼앗긴 팔과 다리를 오토메일로 대체하는 신세에 처하는데...","3"
"392","크게 휘두르며 1기","항상 나 따위는... 이라며 소심하게 눈물을 흘리는 고등학생, 미하시 렌 미하시는 중학교 시절, 학교 경영자의 손자란 이유로 에이스 투수가 되었고 그 자리를 3년간 양보하지 않았단 이유로 팀원들에게 미움받는 등 슬픈 중학생 시절을 보내고 있었다. 자신 때문에 야구팀은 패배를 거듭했고 팀원들도 야구를 즐기지 못했다, 그 죄악감으로 미하시는 자신감을 완전히 잃어버리고 사람을 믿지 못하게 되어버렸다. 중학교를 졸업하고 야구를 관둘 것을 결심한 미하시는 에스컬레이터식 진학교인 미호시 학원을 나와 니시우라 고등학교에 입학한다. 자신의 부족한 실력으로는 니시우라 고등학교에서 투수가 될 수 없을 거라 생각하는 미하시... 하지만 그의 다리는 어느샌가 야구부가 있는 그라운드를 향해 걷고 있었다.","2"
"393","팔남이라니, 그건 아니지!","평범한 상사맨 신고는 어느 날 눈을 떠보니, 이 세계의 가난한 귀족의 팔남 벤델린으로 전생하게된다. 신고는 가문이나 영지 계승과는 거리가 멀고, 내정에 뛰어난 지식도 없는 이 몸과 자신에게 절망하지만, 마법 재능이 뛰어나다는 점 하나를 돌파구로 삼아 독립을 꿈꾼다. 당연 목표는 외톨이 탈출!! 평민과 함께 곡괭이를 들고, 약간 좋은 옷을 입으며, 한 끼 많이 먹는 정도의 사치스러운 식생활을 누비는 지방 귀족, 한마디로 가난한 귀족 가문의 팔남으로 전생했기에 사태는 시급을 요했다. 성인이 되기 전까지 자립할 길을 찾지 않으면 궁지에 몰리고 만다. 그리하여 자신의 적성과 재능을 모색하는 고독한 날들이 시작된 것이다. ... 애당초, ‘팔남이라니, 그건 아니지!’","3"
"394","신참 아재 모험가, 최강 파티에서 죽을 정도로 단련해서 무적이 된다","딱히 상관없잖아... 몇 살부터 새로운 걸 시작하든!' 최강이자 신참인 아재, 모험가를 꿈꾸다! 꿈을 좇는다면 젊을 때가 좋다. 사람들은 모두 그렇게 생각한다. 하지만 도저히 포기할 수 없는, 그런 어른도 어딘가에 있다. 10대에 모험가가 되는 것이 당연한 세계에서, 30살을 넘어 길드 사무원에서 모험가로 전직하는 걸 꿈꾼 릭 글래디어톨. 대륙 최강의 모험가들이 모인 전설의 파티 '오리할콘 피스트'에 의한, 상상을 초월하는 훈련을 하며 지냈던 그는 신참 F 랭크 모험가이면서도 최고위인 S 랭크급의 전투력을 가지고 있었다?! 이루고픈 꿈을 좇는 30대 주인공을 얕보고 덤벼드는 엘리트 모험가들을, 본인이 모르는 사이에 단련한 전투력으로 차례로 꺾어나가는 통쾌 액션 코미디!","3"
"395","(자막) 학원 베이비시터즈 - 판권 부활","비행기 사고로 부모님을 잃은 류이치와 코타로 형제. 같은 사고로 아들 부부를 잃은 모리노미야 학원 이사장 할머니는 형제를 맡아주는 대신, 류이치에게 베이비시터부에 가입하여 교내 어린이 놀이방에서 알바를 하라고 명하는데-?!","2"
"396","보이는 여고생","보일 리 없는 것이 보였을 때 보면 안 되는 것을 보았을 때 당신은 어떻게 하시겠습니까......? 그리고 그것들이 말을 걸어온다면 이쪽을 향해 다가온다면 당신은 어떻게 하시겠습니까......? 쏜살같이 도망치시겠습니까? 이상한 주술을 배우거나 아니면 영매사에게 부탁해서 그것들과 싸우겠습니까? 여고생 요츠먀 미코가 선택한 것은─── 철저한 무시! 아무것도 보이지 않는다, 보이는 걸 깨닫지 못했다! 이것은 여고생이 강철 같은 정신력과 무시하는 스킬을 구사해서 이형의 """"위험한"""" 존재들을 회피하는 이야기...... 보이지 않을 뿐 그것들은 당신 주변에도 있습니다, 저기 뒤에......","4"
"397","문호 스트레이독스 5기","천공 카지노에서 적발된 동전형 폭탄. 그중 하나가 어느 도시에서 폭발하면서, 혼란 속에서 종말의 막이 올랐다. 이를 꾸민 비열한 적의 이름은, '무장 탐정사'. '천인오쇠'가 쳐놓은 추악한 함정에 걸리고 만 나카지마 아츠시 일행은, 현실을 조작하는 페이지의 힘에 의해 전 세계로부터 비난받는 테러리스트 집단으로 전락해 버렸다. 그리고 군경 최강의 특수부대 '엽견'은, 사회를 위해 그 몸을 바친 신념과 이를 위한 대가를 바탕으로 무장하고 사냥감을 쫓아 물어뜯었다. 아츠시는 동료들이 곁에 없다는 불안감에 휩싸이면서도 올곧게 달려 나갔고, 쓰러지고 넘어지면서도 달리는 불쌍한 떠돌이 개가 가는 길에는 희망의 씨앗이 뿌려졌다. 탐정사의 초석 그 자체인 후쿠자와 유키치와 에도가와 란포, 그리고 '마인' 표도르의 계책을 파악하기 위해 스스로 감옥에 수감된 다자이 오사무 또한 반격의 기회를 노렸다. 천인오쇠의 목적인 국가 소멸까지 남은 시간은 6일. 그때까지 그들의 손에 있는 페이지를 빼앗고, 아직 드러나지 않은 수장인 카무이를 쓰러뜨릴 수 있을 것인가. 드디어 밝혀지는 흑막의 정체. 교차하는 친구와 친구, 과거 그리고 현재. 모든 것은 미래를 위해서.","3"
"398","(더빙) 토리코 3기","때는 바야흐로 구루메 시대! 새로운 맛을 탐미하고, 희귀한 식재료를 찾아 여행하는 미식가들의 시대이다. 주인공인 토리코는 세계가 인정한 미식 헌터, 사천왕 중 한 명으로 놀라운 후각과 엄청난 괴력을 자랑하는 인물. 이 세상에 숨겨진 산해진미를 찾아내 자신만의 풀코스를 만들겠다는 포부를 지닌 미식헌터 토리코와, 소심하고 유약하지만 실력과 열정만은 누구에게도 뒤지지 않는 최고의 요리사, 마츠가 만나면서 이야기가 시작된다. 상상만으로도 즐거운 식재료들을 찾아 다니는 기상천외한 모험! 세계 최고의 진미를 찾아 떠나는 상상을 초월한 여정이 시작된다.","2"
"399","역시 내 청춘 러브코메디는 잘못됐다. 속 - 판권 부활","자타 공인 고고한 외톨이 주인공 히키가야 하치만. 그는 고독에 굴하지 않고 친구도 없이 애인도 없이 청춘을 구가하는 동급생들을 보면 ‘저놈들은 거짓말쟁이다. 기만이다. 뒈져버려라’라고 중얼거린다. 하치만은 선생님이 장래희망을 물으면 ‘일하지 않는 것’이라고 천연덕스럽게 대꾸하는 삐뚤어진 고교생이다. 결국 하치만은 생활 지도 교사에게 붙들려 봉사부에 강제 입부하게 된다. 그 곳에는 교내 제일의 미소녀이자 성적 우수자 유키노가 있었는데...... 별 볼일 없던 내가 뜻밖에도 이런 미소녀를 만나게 되다니…… 이건 아무리 봐도 러브코메디의 시작!?인 줄만 알았으나 유키노와 하치만의 유감스러운 성격이 그러한 전개를 용납하지 않는다! 그로 인해 펼쳐지는 문제투성이의 청춘 군상극 ─ 내 청춘이 어쩌다 이 꼴이 됐지!?","3"
"400","(무삭제) 이 용사가 ZZANG센 주제에 너무 신중하다","""난이도C 이하의 세계밖에 구해본 적 없는 초보 여신 리스타. 갑작스레 난이도S의 하드모드 세계인 게어블랑데의 구세 담당으로 발탁되고. 이를 위해 초기 능력치부터 치트급인 용사 세이야의 소환에 성공한다. 하지만 강력한 능력치 및 스킬을 가졌음에도 불구하고 당황스러울 정도로 신중한 성격인 그. 처음 소환된 방에서 나갈 생각도 하지 않고 우선 준비를 위해 근육 트레이닝만으로 레벨 올리기를 시작하는데…""","4"
"401","(자막) 유유백서 리마스터","유스케는 오랜만에 학교에 나갔지만 이리저리 시비가 걸린 끝에 화가 나 학교를 뛰쳐나온다. 그리고 길을 가던 중에 차도로 뛰어든 꼬마애를 보고 몸을 던져 구하는데… 정신이 들고 보니 자기는 공중에 붕 떠있고 자기 몸은 바닥에 널브러져 있는 것이었다!","3"
"402","심심한 칠드런","부끄러워서 차마 “너를 좋아해!” 라고 말하지 못하는 아이. 너무 장난으로 “좋아해!”라고 많이 말해버려 진심을 전할 수 없는 아이. 자뻑에 자칭 연애마스터라며 연애 상담을 도맡는 아이. 오늘도 그들은 서로의 주변을 맴돌기만 하는데...!","3"
"403","바니타스의 수기 2기","이것은 멸망해가는 흡혈귀의 이야기. 인간과 흡혈귀가 존재하는 19세기 프랑스. 흡혈귀 청년 노에는 흡혈귀를 저주한다고 알려진 마도서 '바니타스의 서'를 찾아서 파리로 향한다. 파리로 향하던 도중 비행선 안에서 노에는 어떤 사건과 조우한다. 그리고 그 혼란 속에서 노에의 앞에 나타난 것은 자신을 흡혈귀 전문의라고 자칭하는 인간 바니타스였다. 바니타스의 손에는 노에가 찾고 있던 저주의 마도서 '바니타스의 서'가 있었다. 두 사람의 만남으로 시작되는 저주와 구원의 흡혈귀 이야기가 지금 막을 연다....","3"
"404","성자무쌍 ~샐러리맨이 이세계에서 살아남기 위해 걷는 길~","전 샐러리맨이 이세계에서 무쌍이 되다? 출세를 눈앞에 두고 총에 맞아 쓰러진 한 샐러리맨. 신에 의해 15세 치유사, 루시엘로 이세계로 전생하게 된다. 게다가 전생한 나라에서 치유사는 어째서인지 사람들에게 미움을 받고 있었다. 신변의 위험을 느낀 루시엘은 호신을 위해 모험가 길드의 문을 두드린다. 하지만 훈련은 상상 이상으로 힘들었고, 게다가 ‘물체X’라는 정체불명의 액체를 매일 마시게 되는데… 어라? 그러고 보니 치유사하곤 상관없는 생활 같은데?","3"
"405","(자막, 무삭제) 이 멋진 세계에 축복을! 2기","사고로 목숨을 잃고 천계에 도착한 사토 카즈미. 그는 그곳에서 여신 아쿠아를 만난다. 아쿠아는 빈정거리는 태도로 카즈미에게 천계에서 원하는 것을 하나 가지고 이세계로의 환생을 권유하는데... 카즈미는 아쿠아가 자신을 무시한다고 생각해 아쿠아를 데리고 가기로 결정한다! 그렇게 그들은 이세계에 떨어지게 되고... 모험자가 되어 이상한 모험을 계속해나간다!","4"
"406","남자 고교생의 일상","남자 고등학생은 바보다! 사나다 북 고등학교(남고)에 다니고 있는 타다쿠니, 히데노리, 요시타케의 3인방은 방과 후에 시시껄렁한 놀이를 즐기는 평범한 고등학생이다. 그들을 중심으로 펼쳐지는 진지하고 우스꽝스러운 나날들! 미워하려야 미워할 수 없는 매력을 가진 남자 고등학생들의 포복절도 일상이 지금 시작한다!","3"
"407","타나카 군은 항상 나른해","슬렁슬렁 느릿느릿 굼뜬 인센서티브 청춘 코미디 등장!!! 매일이 어쩐지 나른. 한숨, 턱 괴기, 졸린 듯한 눈･･･. 어쩐지 항상 나른한 타나카 군. 그런 타나카 군과, 그를 내버려두지 못하는 덩치 크고 과묵한 오오타 군이 보내드리는 슬렁슬렁 느릿느릿 굼뜬 인센서티브 청춘 코미디! 어느 고등학교 교실 구석. 졸린 눈으로 턱을 괴고 있는 고등학생 타나카는 언제나 나른하다. 특히 근성이라는 단어와는 절대 인연이 없다. 하지만 그런 타나카의 주변은 언제나 떠들썩한데･･･?","3"
"408","Vivy -Fluorite Eye’s Song-","노래로 모두를 행복하게 해주기 위해───. '니아랜드' 그곳은 꿈과 희망과 과학이 뒤섞인 AI 복합 테마파크. 사상 최초의 인간형 자율 AI로 만들어져 시설의 AI 캐스트로서 활동하는 비비는 매일 노래하기 위해 계속해서 무대에 올랐다. 하지만 사람들에게 인기는 없었다.───'노래로 모두를 행복하게 해주는 것'. 자신이 부여받은 그 사명을 완수하기 위해 언젠가 마음이 담긴 노래를 불러서 언젠가 파크 안에 있는 메인 스테이지에 오르는 것을 목표로 노래를 계속하는 비비. 어느 날 그런 비비의 앞에 마츠모토라고 자신을 소개한 AI가 나타난다. 마츠모토는 자신이 100년 후의 미래에서 온 AI라고 말하고 그의 사명이 '비비와 함께 역사를 수정하고 100년 후의 일어날 AI와 인간의 전쟁을 막는 것'이라고 밝힌다. 과연 서로 다른 사명을 가진 두 AI의 만남은 미래를 어떻게 다시 그려낼 것인가. 이것은 내(비비)가 나(AI)를 멸하는 이야기───비비의 백 년 여행이 시작된다.","3"
